Id,Source,Target
8271,something,Somebody That I Used to Know
8272,make,Somebody That I Used to Know
8273,find,Somebody That I Used to Know
8274,use,Somebody That I Used to Know
8275,live,Somebody That I Used to Know
8276,nothing,Somebody That I Used to Know
8277,na,Somebody That I Used to Know
8278,every,Somebody That I Used to Know
8279,dont,Somebody That I Used to Know
8280,believe,Somebody That I Used to Know
8281,wouldnt,Somebody That I Used to Know
8282,though,Somebody That I Used to Know
8283,record,Somebody That I Used to Know
8284,screw,Somebody That I Used to Know
8285,sense,Somebody That I Used to Know
8286,go,Somebody That I Used to Know
8287,get,Somebody That I Used to Know
8288,addict,Somebody That I Used to Know
8289,right,Somebody That I Used to Know
8290,kind,Somebody That I Used to Know
8291,know,Somebody That I Used to Know
8292,time,Somebody That I Used to Know
8293,resignation,Somebody That I Used to Know
8294,tell,Somebody That I Used to Know
8295,wan,Somebody That I Used to Know
8296,collect,Somebody That I Used to Know
8297,felt,Somebody That I Used to Know
8298,cut,Somebody That I Used to Know
8299,number,Somebody That I Used to Know
8300,could,Somebody That I Used to Know
8301,read,Somebody That I Used to Know
8302,even,Somebody That I Used to Know
8303,word,Somebody That I Used to Know
8304,certain,Somebody That I Used to Know
8305,hang,Somebody That I Used to Know
8306,friend,Somebody That I Used to Know
8307,never,Somebody That I Used to Know
8308,treat,Somebody That I Used to Know
8309,change,Somebody That I Used to Know
8310,id,Somebody That I Used to Know
8311,catch,Somebody That I Used to Know
8312,way,Somebody That I Used to Know
8313,glad,Somebody That I Used to Know
8314,lonely,Somebody That I Used to Know
8315,need,Somebody That I Used to Know
8316,feel,Somebody That I Used to Know
8317,happy,Somebody That I Used to Know
8318,stoop,Somebody That I Used to Know
8319,let,Somebody That I Used to Know
8320,didnt,Somebody That I Used to Know
8321,ask,Call Me Maybe
8322,crazy,Call Me Maybe
8323,well,Call Me Maybe
8324,youre,Call Me Maybe
8325,think,Call Me Maybe
8326,wasnt,Call Me Maybe
8327,ill,Call Me Maybe
8328,showin,Call Me Maybe
8329,give,Call Me Maybe
8330,still,Call Me Maybe
8331,dime,Call Me Maybe
8332,trade,Call Me Maybe
8333,penny,Call Me Maybe
8334,wind,Call Me Maybe
8335,heres,Call Me Maybe
8336,hey,Call Me Maybe
8337,would,Call Me Maybe
8338,fall,Call Me Maybe
8339,hold,Call Me Maybe
8340,wish,Call Me Maybe
8341,bad,Call Me Maybe
8342,beg,Call Me Maybe
8343,miss,Call Me Maybe
8344,meet,Call Me Maybe
8345,come,Call Me Maybe
8346,nothing,Call Me Maybe
8347,stare,Call Me Maybe
8348,dont,Call Me Maybe
8349,borrow,Call Me Maybe
8350,skin,Call Me Maybe
8351,blowin,Call Me Maybe
8352,go,Call Me Maybe
8353,right,Call Me Maybe
8354,fell,Call Me Maybe
8355,jean,Call Me Maybe
8356,know,Call Me Maybe
8357,hot,Call Me Maybe
8358,time,Call Me Maybe
8359,tell,Call Me Maybe
8360,life,Call Me Maybe
8361,baby,Call Me Maybe
8362,sight,Call Me Maybe
8363,hard,Call Me Maybe
8364,steal,Call Me Maybe
8365,try,Call Me Maybe
8366,number,Call Me Maybe
8367,night,Call Me Maybe
8368,throw,Call Me Maybe
8369,first,Call Me Maybe
8370,kiss,Call Me Maybe
8371,boy,Call Me Maybe
8372,never,Call Me Maybe
8373,real,Call Me Maybe
8374,soul,Call Me Maybe
8375,take,Call Me Maybe
8376,call,Call Me Maybe
8377,look,Call Me Maybe
8378,id,Call Me Maybe
8379,way,Call Me Maybe
8380,chase,Call Me Maybe
8381,feel,Call Me Maybe
8382,maybe,Call Me Maybe
8383,didnt,Call Me Maybe
8384,ripped,Call Me Maybe
8385,ask,Thrift Shop
8386,plaid,Thrift Shop
8387,im,Thrift Shop
8388,next,Thrift Shop
8389,pocket,Thrift Shop
8390,ignorant,Thrift Shop
8391,swindle,Thrift Shop
8392,sock,Thrift Shop
8393,big,Thrift Shop
8394,tshirt,Thrift Shop
8395,business,Thrift Shop
8396,wont,Thrift Shop
8397,trash,Thrift Shop
8398,incredible,Thrift Shop
8399,pop,Thrift Shop
8400,style,Thrift Shop
8401,thank,Thrift Shop
8402,ace,Thrift Shop
8403,floss,Thrift Shop
8404,cool,Thrift Shop
8405,ill,Thrift Shop
8406,hello,Thrift Shop
8407,cop,Thrift Shop
8408,deep,Thrift Shop
8409,velcro,Thrift Shop
8410,ice,Thrift Shop
8411,buy,Thrift Shop
8412,keyboard,Thrift Shop
8413,head,Thrift Shop
8414,dough,Thrift Shop
8415,cause,Thrift Shop
8416,brown,Thrift Shop
8417,dollar,Thrift Shop
8418,search,Thrift Shop
8419,wolf,Thrift Shop
8420,trick,Thrift Shop
8421,yo,Thrift Shop
8422,pump,Thrift Shop
8423,pink,Thrift Shop
8424,r,Thrift Shop
8425,knee,Thrift Shop
8426,brand,Thrift Shop
8427,motherfucker,Thrift Shop
8428,probably,Thrift Shop
8429,damn,Thrift Shop
8430,addition,Thrift Shop
8431,onesie,Thrift Shop
8432,another,Thrift Shop
8433,hella,Thrift Shop
8434,frosty,Thrift Shop
8435,hey,Thrift Shop
8436,man,Thrift Shop
8437,fifty,Thrift Shop
8438,would,Thrift Shop
8439,skeet,Thrift Shop
8440,twenty,Thrift Shop
8441,momma,Thrift Shop
8442,velour,Thrift Shop
8443,kelly,Thrift Shop
8444,mink,Thrift Shop
8445,nah,Thrift Shop
8446,blanket,Thrift Shop
8447,donate,Thrift Shop
8448,imma,Thrift Shop
8449,secondhand,Thrift Shop
8450,six,Thrift Shop
8451,like,Thrift Shop
8452,bummy,Thrift Shop
8453,pro,Thrift Shop
8454,grandpa,Thrift Shop
8455,make,Thrift Shop
8456,simple,Thrift Shop
8457,come,Thrift Shop
8458,find,Thrift Shop
8459,except,Thrift Shop
8460,jacket,Thrift Shop
8461,bout,Thrift Shop
8462,jumpsuit,Thrift Shop
8463,road,Thrift Shop
8464,girl,Thrift Shop
8465,sucker,Thrift Shop
8466,nothing,Thrift Shop
8467,awesome,Thrift Shop
8468,na,Thrift Shop
8469,shoe,Thrift Shop
8470,dont,Thrift Shop
8471,jammies,Thrift Shop
8472,fur,Thrift Shop
8473,skin,Thrift Shop
8474,green,Thrift Shop
8475,aunty,Thrift Shop
8476,leopard,Thrift Shop
8477,goodwill,Thrift Shop
8478,wash,Thrift Shop
8479,edition,Thrift Shop
8480,cent,Thrift Shop
8481,cmon,Thrift Shop
8482,gon,Thrift Shop
8483,go,Thrift Shop
8484,moccasin,Thrift Shop
8485,dookie,Thrift Shop
8486,board,Thrift Shop
8487,wear,Thrift Shop
8488,get,Thrift Shop
8489,john,Thrift Shop
8490,mammy,Thrift Shop
8491,someone,Thrift Shop
8492,cold,Thrift Shop
8493,shit,Thrift Shop
8494,piss,Thrift Shop
8495,mello,Thrift Shop
8496,right,Thrift Shop
8497,smell,Thrift Shop
8498,grudgy,Thrift Shop
8499,cock,Thrift Shop
8500,pass,Thrift Shop
8501,zebra,Thrift Shop
8502,know,Thrift Shop
8503,clothes,Thrift Shop
8504,leather,Thrift Shop
8505,flannel,Thrift Shop
8506,bag,Thrift Shop
8507,limited,Thrift Shop
8508,one,Thrift Shop
8509,ninetynine,Thrift Shop
8510,broken,Thrift Shop
8511,try,Thrift Shop
8512,honky,Thrift Shop
8513,club,Thrift Shop
8514,macklemore,Thrift Shop
8515,oh,Thrift Shop
8516,slipper,Thrift Shop
8517,fuck,Thrift Shop
8518,builtin,Thrift Shop
8519,could,Thrift Shop
8520,peep,Thrift Shop
8521,thrift,Thrift Shop
8522,bitch,Thrift Shop
8523,ah,Thrift Shop
8524,hunt,Thrift Shop
8525,let,Thrift Shop
8526,aint,Thrift Shop
8527,dress,Thrift Shop
8528,rock,Thrift Shop
8529,hit,Thrift Shop
8530,drape,Thrift Shop
8531,handmedowns,Thrift Shop
8532,wayne,Thrift Shop
8533,section,Thrift Shop
8534,mezzanine,Thrift Shop
8535,compliment,Thrift Shop
8536,walk,Thrift Shop
8537,gucci,Thrift Shop
8538,sneaker,Thrift Shop
8539,luggage,Thrift Shop
8540,fox,Thrift Shop
8541,thats,Thrift Shop
8542,uptons,Thrift Shop
8543,party,Thrift Shop
8544,wing,Thrift Shop
8545,bargain,Thrift Shop
8546,real,Thrift Shop
8547,fringe,Thrift Shop
8548,take,Thrift Shop
8549,shoulda,Thrift Shop
8550,stunt,Thrift Shop
8551,coat,Thrift Shop
8552,stop,Thrift Shop
8553,pimp,Thrift Shop
8554,gator,Thrift Shop
8555,sheet,Thrift Shop
8556,game,Thrift Shop
8557,sell,Thrift Shop
8558,else,Thrift Shop
8559,money,Thrift Shop
8560,dig,Thrift Shop
8561,roll,Thrift Shop
8562,call,Thrift Shop
8563,look,Thrift Shop
8564,noggin,Thrift Shop
8565,telescope,Thrift Shop
8566,people,Thrift Shop
8567,granddad,Thrift Shop
8568,‘,Thrift Shop
8569,stuntin,Thrift Shop
8570,tag,Thrift Shop
8571,stand,Thrift Shop
8572,shop,Thrift Shop
8573,save,Thrift Shop
8574,shirt,Thrift Shop
8575,button,Thrift Shop
8576,house,Thrift Shop
8577,happy,Thrift Shop
8578,tight,Thrift Shop
8579,hell,Thrift Shop
8580,grammy,Thrift Shop
8581,everybody,Blurred Lines
8582,im,Blurred Lines
8583,ahead,Blurred Lines
8584,good,Blurred Lines
8585,animal,Blurred Lines
8586,grab,Blurred Lines
8587,talk,Blurred Lines
8588,youre,Blurred Lines
8589,ok,Blurred Lines
8590,cause,Blurred Lines
8591,must,Blurred Lines
8592,always,Blurred Lines
8593,begin,Blurred Lines
8594,mind,Blurred Lines
8595,far,Blurred Lines
8596,hurt,Blurred Lines
8597,want,Blurred Lines
8598,heres,Blurred Lines
8599,hey,Blurred Lines
8600,man,Blurred Lines
8601,say,Blurred Lines
8602,hate,Blurred Lines
8603,page,Blurred Lines
8604,like,Blurred Lines
8605,decatur,Blurred Lines
8606,make,Blurred Lines
8607,blurred,Blurred Lines
8608,girl,Blurred Lines
8609,na,Blurred Lines
8610,dont,Blurred Lines
8611,steam,Blurred Lines
8612,plastic,Blurred Lines
8613,place,Blurred Lines
8614,gon,Blurred Lines
8615,go,Blurred Lines
8616,dream,Blurred Lines
8617,get,Blurred Lines
8618,blast,Blurred Lines
8619,work,Blurred Lines
8620,cant,Blurred Lines
8621,jean,Blurred Lines
8622,know,Blurred Lines
8623,hot,Blurred Lines
8624,blur,Blurred Lines
8625,maker,Blurred Lines
8626,wan,Blurred Lines
8627,baby,Blurred Lines
8628,domesticate,Blurred Lines
8629,breathe,Blurred Lines
8630,paper,Blurred Lines
8631,try,Blurred Lines
8632,nasty,Blurred Lines
8633,uh,Blurred Lines
8634,bitch,Blurred Lines
8635,hear,Blurred Lines
8636,rhyme,Blurred Lines
8637,pretending,Blurred Lines
8638,win,Blurred Lines
8639,read,Blurred Lines
8640,blind,Blurred Lines
8641,jamaica,Blurred Lines
8642,thats,Blurred Lines
8643,hug,Blurred Lines
8644,take,Blurred Lines
8645,liberate,Blurred Lines
8646,past,Blurred Lines
8647,deaf,Blurred Lines
8648,way,Blurred Lines
8649,huh,Blurred Lines
8650,shake,Blurred Lines
8651,line,Blurred Lines
8652,need,Blurred Lines
8653,feel,Blurred Lines
8654,maybe,Blurred Lines
8655,close,Blurred Lines
8656,dakota,Blurred Lines
8657,lucky,Blurred Lines
8658,nature,Blurred Lines
8659,around,Blurred Lines
8660,let,Blurred Lines
8661,crazy,Happy
8662,might,Happy
8663,im,Happy
8664,well,Happy
8665,warn,Happy
8666,talk,Happy
8667,level,Happy
8668,seem,Happy
8669,clap,Happy
8670,sunshine,Happy
8671,back,Happy
8672,ill,Happy
8673,give,Happy
8674,bring,Happy
8675,probably,Happy
8676,care,Happy
8677,hey,Happy
8678,say,Happy
8679,hold,Happy
8680,waste,Happy
8681,unh,Happy
8682,bad,Happy
8683,like,Happy
8684,room,Happy
8685,come,Happy
8686,bout,Happy
8687,heh,Happy
8688,na,Happy
8689,dont,Happy
8690,roof,Happy
8691,news,Happy
8692,fine,Happy
8693,without,Happy
8694,go,Happy
8695,get,Happy
8696,cant,Happy
8697,along,Happy
8698,know,Happy
8699,hot,Happy
8700,time,Happy
8701,yeah,Happy
8702,tell,Happy
8703,nuthin,Happy
8704,eh,Happy
8705,wan,Happy
8706,baby,Happy
8707,high,Happy
8708,offense,Happy
8709,uh,Happy
8710,could,Happy
8711,shes,Happy
8712,thats,Happy
8713,space,Happy
8714,take,Happy
8715,air,Happy
8716,break,Happy
8717,truth,Happy
8718,balloon,Happy
8719,way,Happy
8720,huh,Happy
8721,feel,Happy
8722,happiness,Happy
8723,happy,Happy
8724,let,Happy
8725,mess,Dark Horse
8726,everything,Dark Horse
8727,horse,Dark Horse
8728,put,Dark Horse
8729,capable,Dark Horse
8730,good,Dark Horse
8731,armor,Dark Horse
8732,palm,Dark Horse
8733,think,Dark Horse
8734,earth,Dark Horse
8735,tale,Dark Horse
8736,mama,Dark Horse
8737,back,Dark Horse
8738,roller,Dark Horse
8739,sleep,Dark Horse
8740,love,Dark Horse
8741,end,Dark Horse
8742,carefully,Dark Horse
8743,cause,Dark Horse
8744,dare,Dark Horse
8745,give,Dark Horse
8746,yes,Dark Horse
8747,coma,Dark Horse
8748,tryna,Dark Horse
8749,levitate,Dark Horse
8750,damn,Dark Horse
8751,care,Dark Horse
8752,fall,Dark Horse
8753,fairy,Dark Horse
8754,enemy,Dark Horse
8755,coaster,Dark Horse
8756,mine,Dark Horse
8757,knight,Dark Horse
8758,sprung,Dark Horse
8759,lil,Dark Horse
8760,bad,Dark Horse
8761,like,Dark Horse
8762,beast,Dark Horse
8763,meet,Dark Horse
8764,make,Dark Horse
8765,come,Dark Horse
8766,dope,Dark Horse
8767,beauty,Dark Horse
8768,quit,Dark Horse
8769,na,Dark Horse
8770,sure,Dark Horse
8771,fair,Dark Horse
8772,turn,Dark Horse
8773,woo,Dark Horse
8774,atcha,Dark Horse
8775,without,Dark Horse
8776,gon,Dark Horse
8777,cage,Dark Horse
8778,dahmer,Dark Horse
8779,shin,Dark Horse
8780,go,Dark Horse
8781,perfect,Dark Horse
8782,get,Dark Horse
8783,addict,Dark Horse
8784,cold,Dark Horse
8785,eat,Dark Horse
8786,know,Dark Horse
8787,chance,Dark Horse
8788,one,Dark Horse
8789,wan,Dark Horse
8790,baby,Dark Horse
8791,away,Dark Horse
8792,dark,Dark Horse
8793,try,Dark Horse
8794,’,Dark Horse
8795,freezer,Dark Horse
8796,swear,Dark Horse
8797,magic,Dark Horse
8798,steroid,Dark Horse
8799,may,Dark Horse
8800,jeffrey,Dark Horse
8801,hit,Dark Horse
8802,aphrodite,Dark Horse
8803,storm,Dark Horse
8804,walk,Dark Horse
8805,shawty,Dark Horse
8806,word,Dark Horse
8807,strong,Dark Horse
8808,drug,Dark Horse
8809,lead,Dark Horse
8810,choose,Dark Horse
8811,hand,Dark Horse
8812,anything,Dark Horse
8813,boy,Dark Horse
8814,bedroom,Dark Horse
8815,play,Dark Horse
8816,mark,Dark Horse
8817,call,Dark Horse
8818,careful,Dark Horse
8819,ready,Dark Horse
8820,break,Dark Horse
8821,keep,Dark Horse
8822,heart,Dark Horse
8823,karma,Dark Horse
8824,maybe,Dark Horse
8825,whatcha,Dark Horse
8826,bird,Dark Horse
8827,around,Dark Horse
8828,flaunt,Uptown Funk
8829,saint,Uptown Funk
8830,sexy,Uptown Funk
8831,im,Uptown Funk
8832,put,Uptown Funk
8833,ride,Uptown Funk
8834,good,Uptown Funk
8835,well,Uptown Funk
8836,jackson,Uptown Funk
8837,dance,Uptown Funk
8838,brag,Uptown Funk
8839,michelle,Uptown Funk
8840,show,Uptown Funk
8841,freaky,Uptown Funk
8842,style,Uptown Funk
8843,ice,Uptown Funk
8844,give,Uptown Funk
8845,damn,Uptown Funk
8846,jump,Uptown Funk
8847,uptown,Uptown Funk
8848,whoo,Uptown Funk
8849,hey,Uptown Funk
8850,man,Uptown Funk
8851,say,Uptown Funk
8852,liquor,Uptown Funk
8853,lil,Uptown Funk
8854,bad,Uptown Funk
8855,straight,Uptown Funk
8856,something,Uptown Funk
8857,make,Uptown Funk
8858,stretch,Uptown Funk
8859,come,Uptown Funk
8860,minute,Uptown Funk
8861,bout,Uptown Funk
8862,live,Uptown Funk
8863,girl,Uptown Funk
8864,sip,Uptown Funk
8865,na,Uptown Funk
8866,believe,Uptown Funk
8867,dont,Uptown Funk
8868,laurent,Uptown Funk
8869,ta,Uptown Funk
8870,wait,Uptown Funk
8871,yall,Uptown Funk
8872,leave,Uptown Funk
8873,pretty,Uptown Funk
8874,saturday,Uptown Funk
8875,funk,Uptown Funk
8876,gon,Uptown Funk
8877,jar,Uptown Funk
8878,fireman,Uptown Funk
8879,sign,Uptown Funk
8880,get,Uptown Funk
8881,cold,Uptown Funk
8882,skippy,Uptown Funk
8883,julio,Uptown Funk
8884,know,Uptown Funk
8885,hot,Uptown Funk
8886,police,Uptown Funk
8887,spot,Uptown Funk
8888,tell,Uptown Funk
8889,one,Uptown Funk
8890,wan,Uptown Funk
8891,mississippi,Uptown Funk
8892,watch,Uptown Funk
8893,wiling,Uptown Funk
8894,chuck,Uptown Funk
8895,check,Uptown Funk
8896,gold,Uptown Funk
8897,white,Uptown Funk
8898,oh,Uptown Funk
8899,band,Uptown Funk
8900,hollywood,Uptown Funk
8901,uh,Uptown Funk
8902,night,Uptown Funk
8903,bitch,Uptown Funk
8904,hit,Uptown Funk
8905,fill,Uptown Funk
8906,smooth,Uptown Funk
8907,kiss,Uptown Funk
8908,fresh,Uptown Funk
8909,retire,Uptown Funk
8910,hood,Uptown Funk
8911,dragon,Uptown Funk
8912,harlem,Uptown Funk
8913,lemmi,Uptown Funk
8914,take,Uptown Funk
8915,stop,Uptown Funk
8916,masterpiece,Uptown Funk
8917,call,Uptown Funk
8918,money,Uptown Funk
8919,hallelujah,Uptown Funk
8920,cup,Uptown Funk
8921,pfeiffer,Uptown Funk
8922,break,Uptown Funk
8923,name,Uptown Funk
8924,city,Uptown Funk
8925,hop,Thinking Out Loud
8926,cheek,Thinking Out Loud
8927,light,Thinking Out Loud
8928,im,Thinking Out Loud
8929,beating,Thinking Out Loud
8930,think,Thinking Out Loud
8931,ill,Thinking Out Loud
8932,remember,Thinking Out Loud
8933,love,Thinking Out Loud
8934,head,Thinking Out Loud
8935,cause,Thinking Out Loud
8936,crowd,Thinking Out Loud
8937,still,Thinking Out Loud
8938,23,Thinking Out Loud
8939,hair,Thinking Out Loud
8940,mind,Thinking Out Loud
8941,taste,Thinking Out Loud
8942,star,Thinking Out Loud
8943,mouth,Thinking Out Loud
8944,fall,Thinking Out Loud
8945,fade,Thinking Out Loud
8946,mm,Thinking Out Loud
8947,forever,Thinking Out Loud
8948,sweep,Thinking Out Loud
8949,like,Thinking Out Loud
8950,honey,Thinking Out Loud
8951,single,Thinking Out Loud
8952,youll,Thinking Out Loud
8953,make,Thinking Out Loud
8954,find,Thinking Out Loud
8955,bout,Thinking Out Loud
8956,use,Thinking Out Loud
8957,smile,Thinking Out Loud
8958,touch,Thinking Out Loud
8959,grow,Thinking Out Loud
8960,every,Thinking Out Loud
8961,na,Thinking Out Loud
8962,dont,Thinking Out Loud
8963,foot,Thinking Out Loud
8964,day,Thinking Out Loud
8965,place,Thinking Out Loud
8966,plan,Thinking Out Loud
8967,til,Thinking Out Loud
8968,go,Thinking Out Loud
8969,old,Thinking Out Loud
8970,work,Thinking Out Loud
8971,right,Thinking Out Loud
8972,cant,Thinking Out Loud
8973,leg,Thinking Out Loud
8974,eye,Thinking Out Loud
8975,know,Thinking Out Loud
8976,tell,Thinking Out Loud
8977,wan,Thinking Out Loud
8978,baby,Thinking Out Loud
8979,hard,Thinking Out Loud
8980,oh,Thinking Out Loud
8981,could,Thinking Out Loud
8982,thousand,Thinking Out Loud
8983,string,Thinking Out Loud
8984,mysterious,Thinking Out Loud
8985,memory,Thinking Out Loud
8986,evergreen,Thinking Out Loud
8987,understand,Thinking Out Loud
8988,mistake,Thinking Out Loud
8989,arm,Thinking Out Loud
8990,hand,Thinking Out Loud
8991,kiss,Thinking Out Loud
8992,never,Thinking Out Loud
8993,soul,Thinking Out Loud
8994,take,Thinking Out Loud
8995,play,Thinking Out Loud
8996,people,Thinking Out Loud
8997,keep,Thinking Out Loud
8998,heart,Thinking Out Loud
8999,way,Thinking Out Loud
9000,loud,Thinking Out Loud
9001,part,Thinking Out Loud
9002,loving,Thinking Out Loud
9003,name,Thinking Out Loud
9004,maybe,Thinking Out Loud
9005,darling,Thinking Out Loud
9006,70,Thinking Out Loud
9007,job,Love Yourself
9008,cry,Love Yourself
9009,small,Love Yourself
9010,low,Love Yourself
9011,holdin,Love Yourself
9012,im,Love Yourself
9013,wall,Love Yourself
9014,parade,Love Yourself
9015,well,Love Yourself
9016,think,Love Yourself
9017,goodness,Love Yourself
9018,mama,Love Yourself
9019,back,Love Yourself
9020,anyone,Love Yourself
9021,sleep,Love Yourself
9022,love,Love Yourself
9023,cause,Love Yourself
9024,sake,Love Yourself
9025,still,Love Yourself
9026,everyone,Love Yourself
9027,see,Love Yourself
9028,care,Love Yourself
9029,want,Love Yourself
9030,hold,Love Yourself
9031,admit,Love Yourself
9032,forget,Love Yourself
9033,like,Love Yourself
9034,make,Love Yourself
9035,come,Love Yourself
9036,fool,Love Yourself
9037,write,Love Yourself
9038,vulnerable,Love Yourself
9039,use,Love Yourself
9040,girl,Love Yourself
9041,thinking,Love Yourself
9042,wrong,Love Yourself
9043,na,Love Yourself
9044,every,Love Yourself
9045,dont,Love Yourself
9046,much,Love Yourself
9047,tried,Love Yourself
9048,opinion,Love Yourself
9049,ive,Love Yourself
9050,go,Love Yourself
9051,get,Love Yourself
9052,fell,Love Yourself
9053,know,Love Yourself
9054,time,Love Yourself
9055,nothin,Love Yourself
9056,tell,Love Yourself
9057,wan,Love Yourself
9058,baby,Love Yourself
9059,problem,Love Yourself
9060,felt,Love Yourself
9061,club,Love Yourself
9062,oh,Love Yourself
9063,aint,Love Yourself
9064,rain,Love Yourself
9065,hit,Love Yourself
9066,whats,Love Yourself
9067,song,Love Yourself
9068,friend,Love Yourself
9069,never,Love Yourself
9070,look,Love Yourself
9071,break,Love Yourself
9072,heart,Love Yourself
9073,catch,Love Yourself
9074,way,Love Yourself
9075,feel,Love Yourself
9076,name,Love Yourself
9077,maybe,Love Yourself
9078,movin,Love Yourself
9079,somethin,Love Yourself
9080,phone,Love Yourself
9081,hat,Love Yourself
9082,let,Love Yourself
9083,didnt,Love Yourself
9084,im,Sorry
9085,well,Sorry
9086,blame,Sorry
9087,apology,Sorry
9088,back,Sorry
9089,ill,Sorry
9090,cause,Sorry
9091,want,Sorry
9092,late,Sorry
9093,hope,Sorry
9094,say,Sorry
9095,forget,Sorry
9096,miss,Sorry
9097,couple,Sorry
9098,innocent,Sorry
9099,single,Sorry
9100,mean,Sorry
9101,make,Sorry
9102,tonight,Sorry
9103,hundred,Sorry
9104,body,Sorry
9105,every,Sorry
9106,dont,Sorry
9107,redeem,Sorry
9108,twice,Sorry
9109,ta,Sorry
9110,shot,Sorry
9111,go,Sorry
9112,get,Sorry
9113,forgiveness,Sorry
9114,someone,Sorry
9115,know,Sorry
9116,time,Sorry
9117,yeah,Sorry
9118,chance,Sorry
9119,one,Sorry
