Id,Label,Type,Int Type
bag,bag,Words,1
life,life,Words,1
sailor,sailor,Words,1
diver,diver,Words,1
sight,sight,Words,1
scarlet,scarlet,Words,1
adrooppin,adrooppin,Words,1
disappear,disappear,Words,1
white,white,Words,1
oh,oh,Words,1
ooh,ooh,Words,1
could,could,Words,1
ah,ah,Words,1
hear,hear,Words,1
sneakin,sneakin,Words,1
round,round,Words,1
tawdry,tawdry,Words,1
river,river,Words,1
fancy,fancy,Words,1
mackys,mackys,Words,1
knife,knife,Words,1
cash,cash,Words,1
trace,trace,Words,1
sunny,sunny,Words,1
lotte,lotte,Words,1
ho,ho,Words,1
bite,bite,Words,1
never,never,Words,1
theres,theres,Words,1
lie,lie,Words,1
boy,boy,Words,1
cement,cement,Words,1
hardearned,hardearned,Words,1
mack,mack,Words,1
rash,rash,Words,1
whoa,whoa,Words,1
glove,glove,Words,1
look,look,Words,1
morning,morning,Words,1
keep,keep,Words,1
huh,huh,Words,1
un,un,Words,1
line,line,Words,1
miller,miller,Words,1
drawin,drawin,Words,1
somethin,somethin,Words,1
teeth,teeth,Words,1
corner,corner,Words,1
spread,spread,Words,1
arm,arm,Words,1
im,im,Words,1
know,know,Words,1
summer,summer,Words,1
eye,eye,Words,1
yet,yet,Words,1
theres,theres,Words,1
within,within,Words,1
share,share,Words,1
warm,warm,Words,1
anywhere,anywhere,Words,1
love,love,Words,1
people,people,Words,1
heart,heart,Words,1
two,two,Words,1
sky,sky,Words,1
free,free,Words,1
see,see,Words,1
place,place,Words,1
may,may,Words,1
rain,rain,Words,1
care,care,Words,1
gloomy,gloomy,Words,1
sweet,sweet,Words,1
bless,bless,Words,1
secret,secret,Words,1
hope,hope,Words,1
dream,dream,Words,1
safe,safe,Words,1
storm,storm,Words,1
reach,reach,Words,1
get,get,Words,1
word,word,Words,1
hold,hold,Words,1
hang,hang,Words,1
low,low,Words,1
friend,friend,Words,1
put,put,Words,1
whisper,whisper,Words,1
cant,cant,Words,1
know,know,Words,1
jukebox,jukebox,Words,1
together,together,Words,1
youre,youre,Words,1
tell,tell,Words,1
make,make,Words,1
although,although,Words,1
alone,alone,Words,1
ill,ill,Words,1
answer,answer,Words,1
love,love,Words,1
true,true,Words,1
pretend,pretend,Words,1
little,little,Words,1
way,way,Words,1
yes,yes,Words,1
turn,turn,Words,1
mind,mind,Words,1
hear,hear,Words,1
darling,darling,Words,1
lip,lip,Words,1
ive,ive,Words,1
phone,phone,Words,1
another,another,Words,1
want,want,Words,1
understand,understand,Words,1
sweet,sweet,Words,1
hell,hell,Words,1
man,man,Words,1
go,go,Words,1
let,let,Words,1
closer,closer,Words,1
say,say,Words,1
blind,blind,Words,1
get,get,Words,1
light,light,Words,1
right,right,Words,1
strikin,strikin,Words,1
blanket,blanket,Words,1
well,well,Words,1
clock,clock,Words,1
pillow,pillow,Words,1
floor,floor,Words,1
upside,upside,Words,1
last,last,Words,1
never,never,Words,1
bite,bite,Words,1
middle,middle,Words,1
four,four,Words,1
turnin,turnin,Words,1
shade,shade,Words,1
baby,baby,Words,1
back,back,Words,1
yay,yay,Words,1
sleep,sleep,Words,1
roll,roll,Words,1
cause,cause,Words,1
door,door,Words,1
downstairs,downstairs,Words,1
turn,turn,Words,1
night,night,Words,1
milkman,milkman,Words,1
bed,bed,Words,1
mind,mind,Words,1
hear,hear,Words,1
werent,werent,Words,1
thinkin,thinkin,Words,1
thing,thing,Words,1
atossin,atossin,Words,1
jump,jump,Words,1
pull,pull,Words,1
kitchen,kitchen,Words,1
tossin,tossin,Words,1
go,go,Words,1
couldnt,couldnt,Words,1
kick,kick,Words,1
fall,fall,Words,1
someone,someone,Words,1
piece,piece,Words,1
friend,friend,Words,1
forget,forget,Words,1
kiss,kiss,Words,1
weve,weve,Words,1
yet,yet,Words,1
like,like,Words,1
time,time,Words,1
never,never,Words,1
meet,meet,Words,1
tell,tell,Words,1
find,find,Words,1
flame,flame,Words,1
use,use,Words,1
act,act,Words,1
try,try,Words,1
else,else,Words,1
havent,havent,Words,1
love,love,Words,1
pretend,pretend,Words,1
speak,speak,Words,1
way,way,Words,1
add,add,Words,1
new,new,Words,1
name,name,Words,1
see,see,Words,1
ive,ive,Words,1
want,want,Words,1
go,go,Words,1
walk,walk,Words,1
sail,sail,Words,1
burn,burn,Words,1
plead,plead,Words,1
eye,eye,Words,1
ship,ship,Words,1
return,return,Words,1
like,like,Words,1
stranger,stranger,Words,1
blue,blue,Words,1
take,take,Words,1
sighing,sighing,Words,1
alone,alone,Words,1
tear,tear,Words,1
watch,watch,Words,1
love,love,Words,1
oh,oh,Words,1
stand,stand,Words,1
lonely,lonely,Words,1
must,must,Words,1
shall,shall,Words,1
shore,shore,Words,1
sea,sea,Words,1
wave,wave,Words,1
wailing,wailing,Words,1
wind,wind,Words,1
go,go,Words,1
tide,tide,Words,1
dream,dream,Words,1
tho,tho,Words,1
cant,cant,Words,1
weve,weve,Words,1
know,know,Words,1
apart,apart,Words,1
time,time,Words,1
make,make,Words,1
life,life,Words,1
ago,ago,Words,1
blue,blue,Words,1
useless,useless,Words,1
maaaake,maaaake,Words,1
stop,stop,Words,1
live,live,Words,1
yesterday,yesterday,Words,1
broken,broken,Words,1
ill,ill,Words,1
heal,heal,Words,1
wanting,wanting,Words,1
heart,heart,Words,1
stand,stand,Words,1
still,still,Words,1
lonesome,lonesome,Words,1
since,since,Words,1
mind,mind,Words,1
long,long,Words,1
memory,memory,Words,1
happy,happy,Words,1
ive,ive,Words,1
hour,hour,Words,1
heals,heals,Words,1
dream,dream,Words,1
say,say,Words,1
everybody,everybody,Words,1
mar,mar,Words,1
soon,soon,Words,1
well,well,Words,1
hairdo,hairdo,Words,1
u,u,Words,1
redondo,redondo,Words,1
seem,seem,Words,1
everybodyd,everybodyd,Words,1
stay,stay,Words,1
ocean,ocean,Words,1
palisade,palisade,Words,1
ventura,ventura,Words,1
doheny,doheny,Words,1
huarachi,huarachi,Words,1
beach,beach,Words,1
everybodys,everybodys,Words,1
australias,australias,Words,1
like,like,Words,1
blonde,blonde,Words,1
na,na,Words,1
wait,wait,Words,1
plan,plan,Words,1
gon,gon,Words,1
bay,bay,Words,1
go,go,Words,1
wear,wear,Words,1
june,june,Words,1
la,la,Words,1
cant,cant,Words,1
across,across,Words,1
summer,summer,Words,1
baggies,baggies,Words,1
sandal,sandal,Words,1
cruz,cruz,Words,1
tell,tell,Words,1
haggerties,haggerties,Words,1
narabine,narabine,Words,1
san,san,Words,1
bushy,bushy,Words,1
anofree,anofree,Words,1
youd,youd,Words,1
california,california,Words,1
manhattan,manhattan,Words,1
teacher,teacher,Words,1
swami,swami,Words,1
surfin,surfin,Words,1
surfari,surfari,Words,1
sunset,sunset,Words,1
trestle,trestle,Words,1
surfboard,surfboard,Words,1
l,l,Words,1
real,real,Words,1
route,route,Words,1
take,take,Words,1
waimia,waimia,Words,1
catch,catch,Words,1
way,way,Words,1
santa,santa,Words,1
line,line,Words,1
del,del,Words,1
pacific,pacific,Words,1
em,em,Words,1
county,county,Words,1
wax,wax,Words,1
jolla,jolla,Words,1
cry,cry,Words,1
mine,mine,Words,1
world,world,Words,1
cant,cant,Words,1
goodbye,goodbye,Words,1
know,know,Words,1
eye,eye,Words,1
glow,glow,Words,1
wake,wake,Words,1
rush,rush,Words,1
life,life,Words,1
anymore,anymore,Words,1
everythings,everythings,Words,1
love,love,Words,1
end,end,Words,1
morning,morning,Words,1
dont,dont,Words,1
heart,heart,Words,1
cause,cause,Words,1
sing,sing,Words,1
way,way,Words,1
beat,beat,Words,1
sun,sun,Words,1
shore,shore,Words,1
shin,shin,Words,1
sea,sea,Words,1
star,star,Words,1
wonder,wonder,Words,1
go,go,Words,1
lose,lose,Words,1
bird,bird,Words,1
understand,understand,Words,1
say,say,Words,1
get,get,Words,1
hold,hold,Words,1
cant,cant,Words,1
hand,hand,Words,1
yeah,yeah,Words,1
tell,tell,Words,1
youll,youll,Words,1
think,think,Words,1
please,please,Words,1
touch,touch,Words,1
ill,ill,Words,1
love,love,Words,1
feelin,feelin,Words,1
hide,hide,Words,1
oh,oh,Words,1
feel,feel,Words,1
inside,inside,Words,1
somethin,somethin,Words,1
happy,happy,Words,1
want,want,Words,1
understand,understand,Words,1
man,man,Words,1
let,let,Words,1
say,say,Words,1
hurting,hurting,Words,1
kind,kind,Words,1
cant,cant,Words,1
well,well,Words,1
know,know,Words,1
bad,bad,Words,1
pride,pride,Words,1
like,like,Words,1
yeah,yeah,Words,1
youre,youre,Words,1
tell,tell,Words,1
think,think,Words,1
love,love,Words,1
fair,fair,Words,1
glad,glad,Words,1
yes,yes,Words,1
saw,saw,Words,1
shes,shes,Words,1
yesterdayyiyay,yesterdayyiyay,Words,1
sayyiyay,sayyiyay,Words,1
mind,mind,Words,1
apologize,apologize,Words,1
youve,youve,Words,1
hurt,hurt,Words,1
oo,oo,Words,1
lose,lose,Words,1
almost,almost,Words,1
say,say,Words,1
get,get,Words,1
someone,someone,Words,1
thats,thats,Words,1
learn,learn,Words,1
big,big,Words,1
dance,dance,Words,1
tell,tell,Words,1
chance,chance,Words,1
come,come,Words,1
take,take,Words,1
one,one,Words,1
lseven,lseven,Words,1
wool,wool,Words,1
hatty,hatty,Words,1
horn,horn,Words,1
dont,dont,Words,1
jaw,jaw,Words,1
two,two,Words,1
saw,saw,Words,1
matty,matty,Words,1
really,really,Words,1
tres,tres,Words,1
thing,thing,Words,1
quatro,quatro,Words,1
uno,uno,Words,1
pull,pull,Words,1
wooly,wooly,Words,1
let,let,Words,1
bully,bully,Words,1
choke,choke,Words,1
ask,ask,Words,1
im,im,Words,1
picture,picture,Words,1
flame,flame,Words,1
love,love,Words,1
hide,hide,Words,1
cause,cause,Words,1
start,start,Words,1
inside,inside,Words,1
see,see,Words,1
apron,apron,Words,1
want,want,Words,1
man,man,Words,1
nobody,nobody,Words,1
honey,honey,Words,1
come,come,Words,1
fool,fool,Words,1
girl,girl,Words,1
nothing,nothing,Words,1
na,na,Words,1
every,every,Words,1
dont,dont,Words,1
wait,wait,Words,1
leave,leave,Words,1
ive,ive,Words,1
go,go,Words,1
get,get,Words,1
sugar,sugar,Words,1
face,face,Words,1
wink,wink,Words,1
cant,cant,Words,1
arunning,arunning,Words,1
know,know,Words,1
eye,eye,Words,1
apart,apart,Words,1
snap,snap,Words,1
time,time,Words,1
tell,tell,Words,1
life,life,Words,1
help,help,Words,1
wan,wan,Words,1
tie,tie,Words,1
try,try,Words,1
tear,tear,Words,1
ooh,ooh,Words,1
thousand,thousand,Words,1
string,string,Words,1
finger,finger,Words,1
kiss,kiss,Words,1
pie,pie,Words,1
weak,weak,Words,1
anything,anything,Words,1
matter,matter,Words,1
call,call,Words,1
else,else,Words,1
burning,burning,Words,1
heart,heart,Words,1
bunch,bunch,Words,1
name,name,Words,1
behind,behind,Words,1
dreamin,dreamin,Words,1
get,get,Words,1
la,la,Words,1
cold,cold,Words,1
im,im,Words,1
pass,pass,Words,1
leaf,leaf,Words,1
well,well,Words,1
along,along,Words,1
know,know,Words,1
like,like,Words,1
today,today,Words,1
pray,pray,Words,1
tell,tell,Words,1
preacher,preacher,Words,1
church,church,Words,1
warm,warm,Words,1
stop,stop,Words,1
stay,stay,Words,1
na,na,Words,1
id,id,Words,1
grey,grey,Words,1
pretend,pretend,Words,1
way,way,Words,1
brown,brown,Words,1
could,could,Words,1
leave,leave,Words,1
day,day,Words,1
sky,sky,Words,1
knee,knee,Words,1
california,california,Words,1
ive,ive,Words,1
gon,gon,Words,1
winter,winter,Words,1
didnt,didnt,Words,1
safe,safe,Words,1
walk,walk,Words,1
get,get,Words,1
cry,cry,Words,1
many,many,Words,1
right,right,Words,1
im,im,Words,1
might,might,Words,1
teardrop,teardrop,Words,1
put,put,Words,1
laugh,laugh,Words,1
well,well,Words,1
know,know,Words,1
together,together,Words,1
yeah,yeah,Words,1
youre,youre,Words,1
youll,youll,Words,1
come,come,Words,1
one,one,Words,1
carry,carry,Words,1
wan,wan,Words,1
baby,baby,Words,1
tear,tear,Words,1
ill,ill,Words,1
watch,watch,Words,1
na,na,Words,1
ninetysix,ninetysix,Words,1
look,look,Words,1
dont,dont,Words,1
heart,heart,Words,1
way,way,Words,1
little,little,Words,1
uh,uh,Words,1
always,always,Words,1
top,top,Words,1
night,night,Words,1
since,since,Words,1
leave,leave,Words,1
sun,sun,Words,1
hear,hear,Words,1
start,start,Words,1
woo,woo,Words,1
day,day,Words,1
long,long,Words,1
see,see,Words,1
gon,gon,Words,1
wave,wave,Words,1
wonder,wonder,Words,1
let,let,Words,1
learn,learn,Words,1
moon,moon,Words,1
last,last,Words,1
tale,tale,Words,1
thank,thank,Words,1
ill,ill,Words,1
love,love,Words,1
end,end,Words,1
letter,letter,Words,1
still,still,Words,1
must,must,Words,1
give,give,Words,1
mind,mind,Words,1
schoolgirl,schoolgirl,Words,1
sky,sky,Words,1
start,start,Words,1
want,want,Words,1
would,would,Words,1
closing,closing,Words,1
make,make,Words,1
nail,nail,Words,1
come,come,Words,1
write,write,Words,1
live,live,Words,1
teach,teach,Words,1
wrong,wrong,Words,1
isnt,isnt,Words,1
day,day,Words,1
foot,foot,Words,1
leave,leave,Words,1
go,go,Words,1
book,book,Words,1
someone,someone,Words,1
sir,sir,Words,1
right,right,Words,1
across,across,Words,1
know,know,Words,1
time,time,Words,1
tell,tell,Words,1
crayon,crayon,Words,1
try,try,Words,1
high,high,Words,1
perfume,perfume,Words,1
soar,soar,Words,1
thousand,thousand,Words,1
long,long,Words,1
rather,rather,Words,1
strong,strong,Words,1
thats,thats,Words,1
friend,friend,Words,1
weak,weak,Words,1
return,return,Words,1
take,take,Words,1
easy,easy,Words,1
lot,lot,Words,1
look,look,Words,1
biting,biting,Words,1
heart,heart,Words,1
best,best,Words,1
let,let,Words,1
get,get,Words,1
agoin,agoin,Words,1
justa,justa,Words,1
im,im,Words,1
cant,cant,Words,1
gim,gim,Words,1
well,well,Words,1
time,time,Words,1
couldnt,couldnt,Words,1
yeah,yeah,Words,1
anyway,anyway,Words,1
take,take,Words,1
write,write,Words,1
baby,baby,Words,1
spend,spend,Words,1
live,live,Words,1
ticket,ticket,Words,1
back,back,Words,1
money,money,Words,1
oncea,oncea,Words,1
dont,dont,Words,1
letter,letter,Words,1
lonely,lonely,Words,1
much,much,Words,1
ta,ta,Words,1
day,day,Words,1
without,without,Words,1
aeroplane,aeroplane,Words,1
aint,aint,Words,1
see,see,Words,1
home,home,Words,1
care,care,Words,1
train,train,Words,1
go,go,Words,1
fast,fast,Words,1
mister,mister,Words,1
listen,listen,Words,1
say,say,Words,1
afraid,afraid,Words,1
good,good,Words,1
well,well,Words,1
youre,youre,Words,1
carry,carry,Words,1
cool,cool,Words,1
remember,remember,Words,1
nanana,nanana,Words,1
anytime,anytime,Words,1
begin,begin,Words,1
start,start,Words,1
sad,sad,Words,1
hey,hey,Words,1
world,world,Words,1
bad,bad,Words,1
youll,youll,Words,1
make,make,Words,1
fool,fool,Words,1
find,find,Words,1
minute,minute,Words,1
shoulder,shoulder,Words,1
na,na,Words,1
dont,dont,Words,1
little,little,Words,1
ow,ow,Words,1
skin,skin,Words,1
wait,wait,Words,1
colder,colder,Words,1
nanananananananana,nanananananananana,Words,1
gon,gon,Words,1
go,go,Words,1
pain,pain,Words,1
get,get,Words,1
someone,someone,Words,1
refrain,refrain,Words,1
know,know,Words,1
wow,wow,Words,1
yeah,yeah,Words,1
perform,perform,Words,1
oh,oh,Words,1
ah,ah,Words,1
song,song,Words,1
upon,upon,Words,1
judy,judy,Words,1
take,take,Words,1
play,play,Words,1
break,break,Words,1
heart,heart,Words,1
need,need,Words,1
feel,feel,Words,1
wa,wa,Words,1
movement,movement,Words,1
let,let,Words,1
jude,jude,Words,1
cry,cry,Words,1
cold,cold,Words,1
world,world,Words,1
im,im,Words,1
eye,eye,Words,1
apart,apart,Words,1
die,die,Words,1
know,know,Words,1
meet,meet,Words,1
doubt,doubt,Words,1
blue,blue,Words,1
life,life,Words,1
red,red,Words,1
rainbow,rainbow,Words,1
bright,bright,Words,1
away,away,Words,1
longing,longing,Words,1
gray,gray,Words,1
alone,alone,Words,1
love,love,Words,1
heart,heart,Words,1
green,green,Words,1
shone,shone,Words,1
night,night,Words,1
since,since,Words,1
bed,bed,Words,1
sun,sun,Words,1
jealous,jealous,Words,1
without,without,Words,1
ive,ive,Words,1
go,go,Words,1
lose,lose,Words,1
black,black,Words,1
pour,pour,Words,1
get,get,Words,1
sugar,sugar,Words,1
im,im,Words,1
cant,cant,Words,1
kiss,kiss,Words,1
know,know,Words,1
summer,summer,Words,1
like,like,Words,1
honey,honey,Words,1
yeah,yeah,Words,1
make,make,Words,1
candy,candy,Words,1
life,life,Words,1
one,one,Words,1
baby,baby,Words,1
girl,girl,Words,1
sunshine,sunshine,Words,1
feeling,feeling,Words,1
love,love,Words,1
na,na,Words,1
true,true,Words,1
believe,believe,Words,1
oh,oh,Words,1
little,little,Words,1
could,could,Words,1
ah,ah,Words,1
youve,youve,Words,1
gon,gon,Words,1
want,want,Words,1
sweet,sweet,Words,1
sweetness,sweetness,Words,1
loveliness,loveliness,Words,1
golden,golden,Words,1
everybody,everybody,Words,1
mar,mar,Words,1
mystic,mystic,Words,1
friend,friend,Words,1
trust,trust,Words,1
moon,moon,Words,1
understanding,understanding,Words,1
jupiter,jupiter,Words,1
along,along,Words,1
revelation,revelation,Words,1
like,like,Words,1
steer,steer,Words,1
abound,abound,Words,1
age,age,Words,1
dawning,dawning,Words,1
away,away,Words,1
derision,derision,Words,1
live,live,Words,1
peace,peace,Words,1
aquarius,aquarius,Words,1
sunshine,sunshine,Words,1
mistreat,mistreat,Words,1
love,love,Words,1
harmony,harmony,Words,1
falsehood,falsehood,Words,1
true,true,Words,1
oh,oh,Words,1
heart,heart,Words,1
seventh,seventh,Words,1
sympathy,sympathy,Words,1
liberation,liberation,Words,1
shine,shine,Words,1
sing,sing,Words,1
open,open,Words,1
lonely,lonely,Words,1
turn,turn,Words,1
planet,planet,Words,1
mind,mind,Words,1
sun,sun,Words,1
crystal,crystal,Words,1
feel,feel,Words,1
cmon,cmon,Words,1
house,house,Words,1
youve,youve,Words,1
aligns,aligns,Words,1
star,star,Words,1
got,got,Words,1
guide,guide,Words,1
let,let,Words,1
dream,dream,Words,1
vision,vision,Words,1
get,get,Words,1
fall,fall,Words,1
small,small,Words,1
sail,sail,Words,1
friend,friend,Words,1
im,im,Words,1
rough,rough,Words,1
right,right,Words,1
cant,cant,Words,1
eye,eye,Words,1
time,time,Words,1
like,like,Words,1
ease,ease,Words,1
youre,youre,Words,1
side,side,Words,1
find,find,Words,1
take,take,Words,1
come,come,Words,1
troubled,troubled,Words,1
bridge,bridge,Words,1
hard,hard,Words,1
girl,girl,Words,1
feeling,feeling,Words,1
tear,tear,Words,1
ill,ill,Words,1
dry,dry,Words,1
weary,weary,Words,1
lay,lay,Words,1
friends,friends,Words,1
street,street,Words,1
comfort,comfort,Words,1
oh,oh,Words,1
way,way,Words,1
shine,shine,Words,1
water,water,Words,1
mind,mind,Words,1
part,part,Words,1
need,need,Words,1
see,see,Words,1
darkness,darkness,Words,1
silver,silver,Words,1
ooo,ooo,Words,1
pain,pain,Words,1
behind,behind,Words,1
around,around,Words,1
dream,dream,Words,1
even,even,Words,1
fall,fall,Words,1
appear,appear,Words,1
get,get,Words,1
la,la,Words,1
moon,moon,Words,1
town,town,Words,1
eye,eye,Words,1
starlight,starlight,Words,1
dust,dust,Words,1
ha,ha,Words,1
together,together,Words,1
like,like,Words,1
time,time,Words,1
bear,bear,Words,1
blue,blue,Words,1
come,come,Words,1
decide,decide,Words,1
girl,girl,Words,1
follow,follow,Words,1
suddenly,suddenly,Words,1
every,every,Words,1
true,true,Words,1
gold,gold,Words,1
near,near,Words,1
hair,hair,Words,1
sky,sky,Words,1
day,day,Words,1
angel,angel,Words,1
sprinkle,sprinkle,Words,1
long,long,Words,1
close,close,Words,1
wa,wa,Words,1
star,star,Words,1
bird,bird,Words,1
around,around,Words,1
dream,dream,Words,1
create,create,Words,1
walk,walk,Words,1
word,word,Words,1
friend,friend,Words,1
mine,mine,Words,1
world,world,Words,1
bar,bar,Words,1
im,im,Words,1
good,good,Words,1
fish,fish,Words,1
know,know,Words,1
car,car,Words,1
boy,boy,Words,1
never,never,Words,1
fun,fun,Words,1
straight,straight,Words,1
single,single,Words,1
tell,tell,Words,1
make,make,Words,1
blue,blue,Words,1
life,life,Words,1
sonofagun,sonofagun,Words,1
rainbow,rainbow,Words,1
help,help,Words,1
war,war,Words,1
away,away,Words,1
lady,lady,Words,1
jeremiah,jeremiah,Words,1
wine,wine,Words,1
girl,girl,Words,1
flyer,flyer,Words,1
bullfrog,bullfrog,Words,1
love,love,Words,1
high,high,Words,1
deep,deep,Words,1
id,id,Words,1
sing,sing,Words,1
always,always,Words,1
fine,fine,Words,1
throw,throw,Words,1
joy,joy,Words,1
shootin,shootin,Words,1
adrink,adrink,Words,1
king,king,Words,1
sea,sea,Words,1
understand,understand,Words,1
sweet,sweet,Words,1
rider,rider,Words,1
mighty,mighty,Words,1
singin,singin,Words,1
say,say,Words,1
cry,cry,Words,1
someone,someone,Words,1
somebody,somebody,Words,1
know,know,Words,1
like,like,Words,1
lie,lie,Words,1
enough,enough,Words,1
never,never,Words,1
time,time,Words,1
make,make,Words,1
find,find,Words,1
think,think,Words,1
easy,easy,Words,1
past,past,Words,1
hard,hard,Words,1
live,live,Words,1
else,else,Words,1
change,change,Words,1
look,look,Words,1
true,true,Words,1
id,id,Words,1
believe,believe,Words,1
way,way,Words,1
still,still,Words,1
straightfaced,straightfaced,Words,1
give,give,Words,1
knowing,knowing,Words,1
mind,mind,Words,1
leave,leave,Words,1
long,long,Words,1
without,without,Words,1
reason,reason,Words,1
behind,behind,Words,1
listen,listen,Words,1
fill,fill,Words,1
face,face,Words,1
mine,mine,Words,1
first,first,Words,1
moon,moon,Words,1
hand,hand,Words,1
kiss,kiss,Words,1
eye,eye,Words,1
know,know,Words,1
move,move,Words,1
time,time,Words,1
like,like,Words,1
last,last,Words,1
tremble,tremble,Words,1
think,think,Words,1
earth,earth,Words,1
dark,dark,Words,1
felt,felt,Words,1
love,love,Words,1
command,command,Words,1
captive,captive,Words,1
